router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,router_x,router_y,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,edge_len,edge_load,data_now,data_target,data_size,data_priority
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,8,0.5266335376781555,10
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,9,21,0.5859102737424982,11
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,19,22,0.4495465998110445,12
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,22,3,0.6669680793171895,13
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,23,13,0.477360998337947,14
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,6,11,0.914282473040965,15
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,12,18,0.9300824605842691,16
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0.2610231259710165,17
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,18,10,0.5531968437926166,18
0,0,0.25,0,0.5,0,0.75,0,1.0,0,0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1.0,0.25,0,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0,0.75,0.25,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,1.0,1.0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,21,11,0.056055230070721995,19
